gene,gene_name,zscore,VAR_g,n,covariance_n,model_n,pred_perf_R2
SH3BGRL2,SH3BGRL2,0.710791714134,0.0523159528378,40,41,41,0.0506748644509
NYNRIN,NYNRIN,0.218935694857,0.0804845764848,75,76,76,0.0523523402852
HNRNPAB,HNRNPAB,1.76426685304,0.00863398105717,14,15,15,0.00666249112729
C17orf59,C17orf59,1.27390459508,0.0144607193202,27,27,27,0.017769108535
C17orf58,C17orf58,0.877931285718,0.000788429513501,3,3,3,0.000237508571149
C11orf68,C11orf68,0.940695590598,0.00639061311308,9,9,9,0.00515847187127
C17orf51,C17orf51,-0.344760667703,0.325303863522,44,44,44,0.290041509683
C17orf50,C17orf50,1.12306820569,0.280241946254,30,30,30,0.356987878883
C17orf53,C17orf53,0.751372064584,0.0277548249423,18,18,18,0.0396693022977
C11orf63,C11orf63,0.175467162822,0.326822694589,11,11,11,0.357995637608
C17orf57,C17orf57,0.502750602638,0.308612384355,34,34,34,0.329915806151
C17orf56,C17orf56,-0.469757430285,0.0269766306708,44,44,44,0.0173270746544
CD53,CD53,-0.184454762651,0.0240959932876,23,23,23,0.0522587147073
MKNK2,MKNK2,0.537556787944,0.0249764044761,15,15,15,0.0493621302907
LCLAT1,LCLAT1,0.654611251694,0.620514813108,37,37,37,0.628774244396
MKNK1,MKNK1,0.291695672865,0.351179395169,45,46,46,0.372377814677
B3GNT9,B3GNT9,0.754582584244,0.0336047896011,25,25,25,0.0269931925852
CCR1,CCR1,-0.479863169693,0.30494577297,50,51,51,0.319068132757
CCR2,CCR2,1.12371822545,0.0298576218142,28,28,28,0.047790729486
CCR3,CCR3,1.19645969035,0.421434737612,36,36,36,0.4980273344
CCR4,CCR4,-0.162425436327,0.00545987017542,5,5,5,0.0123383440181
RHOT1,RHOT1,-0.381485396762,0.0656783981374,27,28,28,0.0663724720369
CCR6,CCR6,0.976484163655,0.0445022584811,11,11,11,0.0713092115718
CCR7,CCR7,1.51819776925,0.00217013110704,5,5,5,0.00202058196302
CCR8,CCR8,-0.396209568224,0.0375971046574,36,37,37,0.0399406917746
CCR9,CCR9,-1.41400635051,0.0112833290723,10,10,10,0.0164132207297
BCAS4,BCAS4,-0.288709221471,0.354698299085,30,30,30,0.439745408941
RAF1,RAF1,0.42344429617,0.0314003005617,15,15,15,0.0529508057147
BCAS3,BCAS3,-0.827639464732,0.00644988938662,12,12,12,0.00777653778877
BCAS1,BCAS1,0.435928631635,0.158674316972,33,34,34,0.289965142849
DRAM1,DRAM1,-0.00642060185248,0.236679228719,73,73,73,0.271506986392
DRAM2,DRAM2,-0.397572043954,0.199937067112,24,24,24,0.254168825541
PABPC1L,PABPC1L,1.11599299957,0.0936181636549,43,43,43,0.120171804753
CD81,CD81,-1.33020222438,0.181263459192,112,112,112,0.137476094674
CD83,CD83,-0.155200746322,0.0422411048742,10,10,10,0.0632522656489
CD82,CD82,1.36932180467,0.0013012469663,8,8,8,0.000480338434924
CD84,CD84,-1.39868611035,0.12017889008,50,52,52,0.128442654235
CD86,CD86,-0.724145237071,0.0376147318513,27,28,28,0.0436553077361
RPL13A,RPL13A,0.397646394622,0.0865734488312,52,53,53,0.0870912915364
BEAN1,BEAN1,1.53120898956,0.551197538591,77,78,78,0.36354874917
SLC8A1,SLC8A1,-1.18756947494,0.17335396941,33,33,33,0.205228581877
SLC8A3,SLC8A3,0.491518279282,0.0284284180657,23,23,23,0.0441039200622
BCL7C,BCL7C,-0.121976062179,0.007591797722,6,6,6,0.0199193087937
BCL7B,BCL7B,-1.41936680343,0.00178479441186,3,3,3,0.000573583360714
BCL7A,BCL7A,1.93893908275,0.139764055899,14,14,14,0.192205925721
ZBED2,ZBED2,-0.620085980369,0.00465576847275,9,9,9,0.00223513003296
ZBED3,ZBED3,0.403767136535,0.00598313290312,29,31,31,0.00308120190695
ZBED4,ZBED4,-0.36600939144,0.175365363483,33,34,34,0.243048994257
HAX1,HAX1,0.534513283637,0.0305193753789,8,9,9,0.13341230489
EFNA5,EFNA5,0.466141312977,0.0175369560604,20,20,20,0.0247861831651
EFNA3,EFNA3,-0.658483445938,0.0386435611269,27,27,27,0.0412390514893
ANG,ANG,-1.32305536057,0.220679833194,75,76,76,0.300220479634
CD8A,CD8A,-1.32759518827,0.00171144632301,7,7,7,1.10882157695e-05
CD8B,CD8B,0.258916068457,0.000242809691149,1,1,1,8.72541270097e-05
OSBP2,OSBP2,-1.75975120312,0.00118073298215,1,1,1,0.00141214931707
LRP3,LRP3,-0.462013900506,0.0648006110631,26,27,27,0.11165491919
GALNT14,GALNT14,0.405645491806,0.091477010321,18,18,18,0.131678204487
GALNT12,GALNT12,-0.184366275751,0.0150867100354,27,27,27,0.0120566022206
GALNT10,GALNT10,0.0442519815374,0.0782673744349,83,86,86,0.110643991111
GALNT11,GALNT11,0.691912340075,0.00286532185717,8,8,8,0.00851345852636
CDS1,CDS1,-0.635657013698,7.99837373595e-05,1,1,1,0.000988461116743
CDS2,CDS2,-0.393994645183,0.625708655806,13,13,13,0.659903378354
HLA-DOA,HLA-DOA,-0.835461052752,0.123591650584,22,22,22,0.170740149155
HLA-DOB,HLA-DOB,-1.0638876361,0.400706957513,51,51,51,0.472413371072
HARS2,HARS2,0.0195368803575,0.0046744567981,11,12,12,0.00832348415668
CLCC1,CLCC1,1.240081896,0.0244983110856,45,46,46,0.0368372306841
STIM2,STIM2,0.710521766229,0.118642595918,51,51,51,0.101036477402
ANTXR2,ANTXR2,1.56003690013,0.0258664433542,26,26,26,0.0307561939872
LIMK2,LIMK2,0.613063318785,0.00490301929041,20,20,20,0.00187639513672
LIMK1,LIMK1,0.096727742768,0.406198943654,24,24,24,0.477256544752
S100P,S100P,-0.614180958217,0.651124630846,11,11,11,0.699755331857
MAP2,MAP2,-0.613431809523,0.0205725531716,29,30,30,0.0314982487063
CRIPAK,CRIPAK,0.154436528013,0.645349363861,125,127,127,0.579993205572
C8G,C8G,0.553924915547,0.0509411171973,29,29,29,0.0680661797613
TEAD3,TEAD3,1.49748201031,0.0159607763514,19,19,19,0.0155976477889
TEAD2,TEAD2,-1.09994265397,0.135508539278,17,18,18,0.223714251795
C1orf182,C1orf182,0.932750044307,0.0185964405826,31,31,31,0.0141930129313
MAP9,MAP9,0.358910853383,0.0111164466678,19,19,19,0.0153980369996
C1orf187,C1orf187,-0.205458693854,0.178700397399,98,98,98,0.148312624349
PTPN22,PTPN22,-0.86706285972,0.0584101872148,32,32,32,0.0774061709145
PLEKHF1,PLEKHF1,-0.993372996009,0.000206323288072,2,2,2,0.000245152338417
PLEKHF2,PLEKHF2,0.0973186708165,0.0552287272409,42,42,42,0.0784599618218
BRI3,BRI3,-1.20429634471,0.119029185276,31,31,31,0.183490115726
CHIT1,CHIT1,0.438724595336,0.132581393399,51,52,52,0.182390254282
PPL,PPL,-0.309228447108,0.267126121809,24,24,24,0.321994001214
APEX1,APEX1,0.544996007057,0.0132980896307,20,20,20,0.0196043252222
SERPINI1,SERPINI1,-0.190825424948,0.0228446303532,35,36,36,0.0321848355977
SERPINI2,SERPINI2,0.479790482068,0.0137735607938,33,33,33,0.0139330604279
SPOCD1,SPOCD1,0.064389285824,0.0281083747329,13,13,13,0.0405084189655
FANK1,FANK1,-0.686240217895,0.146102297311,90,90,90,0.164611090966
ESRRA,ESRRA,-1.31941194769,0.00269097469856,4,4,4,0.00223625556799
MRPS6,MRPS6,0.418625372785,0.184519319263,80,80,80,0.183990042715
CLDN23,CLDN23,-0.544119320303,0.238047411079,37,39,39,0.264236500598
CYP4V2,CYP4V2,0.23255910602,0.384457866462,109,109,109,0.450216503159
PSMC3IP,PSMC3IP,-0.995994875158,0.00195925104415,3,3,3,0.000526068661392
CLEC11A,CLEC11A,0.339710775901,0.504388698805,213,213,213,0.454230548956
RAB34,RAB34,1.22018687542,0.050518737024,30,30,30,0.0693037412276
CNTNAP3,CNTNAP3,0.291995794978,0.00112984364078,5,5,5,7.87886173018e-05
TIE1,TIE1,1.85668914164,0.0102464423885,17,17,17,0.0101365544586
MRPS5,MRPS5,-1.0389086763,0.000904560788548,4,4,4,4.31780746611e-05
ZNF714,ZNF714,-1.87740369153,0.00429959923724,5,5,5,0.0072292796725
THG1L,THG1L,1.71926805006,0.00713461517156,16,16,16,0.00999670970896
ZNF717,ZNF717,1.6989860002,0.142043658918,12,12,12,0.173052202424
ZNF862,ZNF862,-0.413238911936,0.0433307582968,14,14,14,0.0737864076293
EBPL,EBPL,-1.79648246611,0.480067884077,34,34,34,0.590309254416
ZNF860,ZNF860,0.6324053956,0.00879148857619,10,10,10,0.0164319625924
ZNF713,ZNF713,-1.63694742078,0.173384030974,49,49,49,0.198287622203
NFAM1,NFAM1,0.471995545936,0.00274136545789,3,3,3,0.00606682770172
YY1AP1,YY1AP1,-0.365512243743,0.0274247296791,32,32,32,0.0193461117253
TOM1L2,TOM1L2,-0.0915599283833,0.0561505153773,42,42,42,0.051644542617
MAPT,MAPT,0.372610740561,0.00122830451722,3,3,3,5.9496197016e-05
YIF1B,YIF1B,-0.552785532359,0.2478565466,21,21,21,0.253881539117
CNN2,CNN2,-1.25001768971,0.403924309397,62,62,62,0.464634780245
CNTNAP2,CNTNAP2,-0.0351065326879,0.544108251693,38,38,38,0.592687145893
HLA-DQA1,HLA-DQA1,0.381382258566,0.717853326426,97,97,97,0.712299760769
HLA-DQA2,HLA-DQA2,-1.94110992644,0.791112811551,69,69,69,0.758366559534
ZNF512B,ZNF512B,0.282751263847,0.0327458938195,23,23,23,0.0432868678186
FAM160A1,FAM160A1,-0.121515649901,0.174112938152,56,56,56,0.197515260675
FAM160A2,FAM160A2,-1.36535218253,0.218585128256,25,25,25,0.278459134434
ASB13,ASB13,-1.43831622219,0.112796187031,45,45,45,0.165935969667
C14orf21,C14orf21,0.563051229567,0.000424227132115,1,1,1,0.000626591623619
LRPPRC,LRPPRC,-0.522089716569,0.109715211895,16,16,16,0.148616714943
ASB16,ASB16,0.412649009859,0.0346472253038,18,18,18,0.0432985470594
LAT2,LAT2,-1.95660202615,0.115711022843,54,54,54,0.113903695112
MYOM1,MYOM1,-0.0521110157635,0.396021725056,44,45,45,0.418693132017
CASP10,CASP10,-0.0456813055019,0.0345638916469,17,17,17,0.0593270062331
GSC,GSC,-0.192065753297,0.0741610165992,6,6,6,0.129287448831
AFG3L2,AFG3L2,1.08328138425,0.00559936087356,13,14,14,0.00494789048563
TROVE2,TROVE2,0.53232632874,0.000345963254594,1,1,1,7.3309669369e-06
GSN,GSN,1.25630104022,0.309098691639,45,45,45,0.335510739009
AVIL,AVIL,1.51316566652,0.0269451515242,18,18,18,0.039483001949
ZFP1,ZFP1,-0.359917733156,0.265368602703,24,24,24,0.321636866186
ZFP2,ZFP2,-0.969556179754,0.0283890621286,22,22,22,0.0371242140007
GNB2L1,GNB2L1,-0.28255636033,0.0264039758926,21,21,21,0.0335710888782
XCL2,XCL2,0.354367052322,0.456753861759,23,23,23,0.512694790369
MPST,MPST,0.666001127507,0.0299123671088,31,31,31,0.0470961937157
TLE2,TLE2,-0.175844769246,0.0330106498972,32,32,32,0.0690811977572
PTBP2,PTBP2,-1.21774757215,0.0447504983769,22,22,22,0.0651047111919
PTBP1,PTBP1,-1.70426510825,0.000406511811763,3,3,3,2.1910472848e-05
NNT,NNT,0.680912317809,0.115946327594,31,33,33,0.237397871881
CD163L1,CD163L1,-1.15340935805,0.0246550380689,11,11,11,0.0458698030889
FAM19A2,FAM19A2,-0.0307241089378,0.246026257221,44,44,44,0.32490355366
FAM19A1,FAM19A1,-0.561624149169,0.298080308354,49,49,49,0.32071011065
HK2,HK2,0.830067421503,0.162766338347,49,49,49,0.227171214138
HK3,HK3,-0.21325236995,0.00450901932144,12,12,12,0.00473060017835
HK1,HK1,0.259290641794,0.0285360103406,31,31,31,0.0310173684962
CACNA2D2,CACNA2D2,-2.0149545378,0.0146257247371,7,7,7,0.0115987681105
CACNA2D3,CACNA2D3,-0.527441740856,0.00604265054504,11,12,12,0.0143405573007
ATP2B2,ATP2B2,-1.10207503653,0.097496273492,23,23,23,0.135589314609
ATP2B4,ATP2B4,2.20035646085,0.00204123980875,7,7,7,0.00395084658363
CACNA2D4,CACNA2D4,-1.0313250212,0.020503634702,27,27,27,0.029953489366
HAL,HAL,1.02578865577,0.30189577285,54,54,54,0.328370379529
FDPS,FDPS,1.85776319384,0.0275023365014,10,10,10,0.0377505598302
FN1,FN1,-2.13745060947,0.0956393747469,45,46,46,0.156460040803
MSRA,MSRA,-0.432742703448,0.155823302468,62,62,62,0.193422661366
SUPT4H1,SUPT4H1,0.398601965542,0.055536947711,27,27,27,0.0661704103889
FBXO3,FBXO3,-0.496371008673,0.0289623084989,11,11,11,0.0547827577782
XRN1,XRN1,0.369491274827,0.0138332411286,28,28,28,0.0112574385913
XRN2,XRN2,1.56621793299,0.0200097633484,29,29,29,0.0139791567967
FBXO4,FBXO4,0.389801149143,0.00293919358283,9,9,9,0.00293244938028
BATF,BATF,0.706089118117,0.00219090842845,9,9,9,0.000556118553973
CTNND1,CTNND1,-0.76348362927,0.000441532883112,2,2,2,0.00101093482593
PABPC1,PABPC1,0.437510828828,0.00152952578827,3,3,3,0.0076547754354
MACF1,MACF1,-0.957643790905,0.0651726825179,19,19,19,0.122494653591
PABPC4,PABPC4,0.71088794683,0.0656070927976,19,19,19,0.0986851676754
CCDC15,CCDC15,-1.55058467439,0.137336244633,30,30,30,0.189437876103
DQX1,DQX1,-0.851749831564,0.00090743103918,2,2,2,5.22966892137e-05
EED,EED,0.220235681953,0.0143432539084,23,23,23,0.0195209838617
MAPKAPK5,MAPKAPK5,0.536315376298,0.06500988339,15,15,15,0.0771337170541
MAPKAPK3,MAPKAPK3,0.655631038532,0.15340295,23,24,24,0.192043761983
MAPKAPK2,MAPKAPK2,0.525863588882,0.0181020081675,33,34,34,0.0121047034259
PDHX,PDHX,1.10544864505,0.0177938365271,11,11,11,0.0408945791683
ZNF804A,ZNF804A,-0.176973775657,0.137440297371,53,54,54,0.144256811757
GOLPH3,GOLPH3,0.614589130493,0.00536967907822,15,17,17,0.00263531841442
PIK3R5,PIK3R5,0.00899304832041,0.0261749609717,16,16,16,0.0518201590293
PIK3R4,PIK3R4,-0.3806193356,0.0039938192835,3,3,3,0.00834151194694
PIK3R3,PIK3R3,0.853270896426,0.149498850569,37,37,37,0.155012433945
SAMD1,SAMD1,-0.949654575362,0.00255555883922,16,16,16,4.05194132673e-06
PIK3R1,PIK3R1,1.49657035879,0.00620955822283,18,19,19,0.00284706801615
CTNNBL1,CTNNBL1,-1.27815906704,0.00743110666147,25,25,25,0.00498727114412
PDHB,PDHB,0.171773194013,0.200721797977,44,44,44,0.244355790802
C1orf201,C1orf201,-0.117361136831,0.0993159298189,31,31,31,0.131139612176
PTPRN2,PTPRN2,-1.0898521043,0.171864474933,84,87,87,0.199134027348
PMFBP1,PMFBP1,0.178683390539,0.0256227801669,39,39,39,0.0123375478822
NAIP,NAIP,-0.0446912117816,0.0419295446952,26,26,26,0.0355715741996
TMEM38B,TMEM38B,0.451767627229,0.000566626574257,4,4,4,0.000983537468793
HEXIM1,HEXIM1,0.148034523558,0.0551264470707,6,6,6,0.103985669402
DENND5B,DENND5B,1.20762180225,0.0429118645249,28,28,28,0.0672324965889
DENND5A,DENND5A,-0.0895705445021,0.0204457876217,15,15,15,0.027873679472
HEXIM2,HEXIM2,0.938335780656,0.0506828131015,38,38,38,0.0308959334137
PTCRA,PTCRA,1.45430179932,0.0020140149005,8,8,8,0.000153082212396
LRRC17,LRRC17,-0.131132519037,0.025965185287,32,32,32,0.0232694565245
LRRC14,LRRC14,-0.226618702483,0.315842658376,17,17,17,0.388718681681
RAB3D,RAB3D,0.278427893891,0.0614211283812,40,41,41,0.0645423060875
C14orf101,C14orf101,-0.0204400809356,0.00779869768617,8,8,8,0.0174364748412
C14orf102,C14orf102,0.747730264668,0.121486399401,28,28,28,0.16587261634
CRLS1,CRLS1,-0.35374809057,0.104756268568,37,37,37,0.124815085633
RTN4RL1,RTN4RL1,-1.27904500033,0.0282458648222,33,33,33,0.0194953776
FAM111A,FAM111A,-0.764738448183,0.000552404054539,4,4,4,0.000989200686078
TOMM40L,TOMM40L,1.05706496866,0.154036110505,24,24,24,0.221159944312
RAB3A,RAB3A,0.86611878987,0.0423756908456,34,34,34,0.0656101724648
ARMC9,ARMC9,-0.659330464619,0.017424382397,30,30,30,0.0167704825822
ARMC6,ARMC6,-0.169456983662,0.0513339519266,27,27,27,0.0545874032297
RBKS,RBKS,0.893753449908,0.0112732551665,11,11,11,0.0174147391688
NCAM1,NCAM1,-1.2784829409,0.00527797069406,14,14,14,0.00468574393798
SORL1,SORL1,-0.295669709606,0.0211971907754,49,50,50,0.00855847353468
TICAM1,TICAM1,-2.0317385798,0.0770188417142,19,19,19,0.104893483162
CCDC103,CCDC103,2.56652477266,0.190436503597,36,36,36,0.241323941675
DROSHA,DROSHA,0.519401819301,0.0773950399821,92,96,96,0.0757849177508
TNFAIP8L1,TNFAIP8L1,-0.755782506816,0.00437838680441,8,8,8,0.00202894276348
CCDC107,CCDC107,0.875630042608,0.0302356159006,38,38,38,0.0293099016557
GUF1,GUF1,-0.17336150992,0.482646562423,34,34,34,0.513216125163
HIATL1,HIATL1,0.103645635187,0.46210376303,83,85,85,0.540785898165
HIATL2,HIATL2,-0.413517434271,0.00931898440324,20,20,20,0.014713461973
POLD1,POLD1,-0.61082894437,0.000468680386616,4,4,4,0.0022484991462
POLD2,POLD2,0.904208185426,0.0124405306907,31,31,31,0.00928819607617
POLD3,POLD3,0.0350153587072,0.00241716404539,5,6,6,0.0177960203742
PML,PML,0.150806776862,0.00959262966198,20,20,20,0.00993353763788
REEP3,REEP3,-0.0681841617095,0.00869983227159,14,14,14,0.0115098986171
REEP2,REEP2,-0.214602817975,6.9255320798e-05,2,2,2,7.61314368864e-08
DLC1,DLC1,0.615098494406,0.0257029881888,18,18,18,0.0337874652135
REEP4,REEP4,1.08340890361,0.162859417296,14,14,14,0.234907101378
TIGD1,TIGD1,0.856932289431,0.0111999577501,13,13,13,0.0168051873023
REEP6,REEP6,0.457561799042,0.0460880109655,46,46,46,0.0522706476087
CECR1,CECR1,-2.10548925547,0.10715597308,13,13,13,0.152037667845
CECR2,CECR2,1.39970676459,0.013046616355,36,37,37,0.00492535701214
MRM1,MRM1,0.0712382211212,0.0214566113577,50,50,50,0.00650618792012
SREK1IP1,SREK1IP1,1.27026987458,0.0191878952527,18,18,18,0.0293415064485
CECR5,CECR5,0.0688203616657,0.0310014087195,9,9,9,0.0527652556838
CECR6,CECR6,1.19229380237,0.408712587406,20,20,20,0.486363786854
NUB1,NUB1,0.407705251085,0.0304815745091,18,18,18,0.0478590680727
ARL6IP6,ARL6IP6,-1.01711153692,0.00246170138874,5,5,5,0.00163528101926
ARL6IP5,ARL6IP5,-0.756903874622,0.0255015359935,46,47,47,0.0112677699094
ARL6IP4,ARL6IP4,-1.34626695393,0.0411539776208,17,17,17,0.0654953503512
ARL6IP1,ARL6IP1,1.09091946918,0.139395561852,25,25,25,0.176404189247
CHRNA5,CHRNA5,0.31030665147,0.298697023994,61,62,62,0.368807502379
FES,FES,-2.50048127382,0.202626473377,43,43,43,0.289840598734
CHRNA2,CHRNA2,2.35632195014,0.123569119895,56,57,57,0.198245133403
SAV1,SAV1,0.228740989742,0.0691582248359,24,24,24,0.0906827009069
COLQ,COLQ,3.20262638932,0.0540169057877,18,18,18,0.0914446883773
MAPK8IP1,MAPK8IP1,-0.821989326778,0.46757573332,22,22,22,0.558389257109
MAPK8IP2,MAPK8IP2,-0.172766795391,0.0261375911717,13,13,13,0.0402361106604
MAPK8IP3,MAPK8IP3,0.55723293189,0.00873234923302,21,21,21,0.00162625658148
STAU1,STAU1,-0.58385222905,0.0151796061307,22,22,22,0.0126829012851
STAU2,STAU2,2.31493325013,0.0136089768286,38,38,38,0.0103921443232
DICER1,DICER1,1.06768810476,0.0108584888797,14,14,14,0.0149291176549
ID2,ID2,-0.715095533019,0.00636844836407,14,14,14,0.0114955954023
ID3,ID3,1.59389101473,0.00833404147991,19,20,20,0.0114975794007
ID1,ID1,-0.593574845568,0.0146012931689,14,14,14,0.0224500002786
SLFNL1,SLFNL1,-1.74868400281,0.0326184989972,36,36,36,0.0266447892081
ZNF865,ZNF865,0.229768807481,0.0133345406328,36,36,36,0.00542857203862
AARS,AARS,-0.708460386983,0.000762522765399,3,3,3,0.000182017772357
HP1BP3,HP1BP3,-0.353331528372,0.00377571152395,11,11,11,0.010600202144
FAM18B2,FAM18B2,-0.306930932345,0.0948333849969,54,54,54,0.11474467967
CHGA,CHGA,-0.0814787971657,0.00655521912193,10,10,10,0.0119675575562
CHGB,CHGB,0.639472387038,0.339842007643,41,41,41,0.424846006951
FAM18B1,FAM18B1,0.142899746824,0.15771434779,13,13,13,0.204625826089
PDCD6IP,PDCD6IP,0.836900993212,0.278877983288,36,36,36,0.366210343738
LEPREL4,LEPREL4,-0.234587980173,0.00968420119597,15,15,15,0.0202923837704
LEPREL2,LEPREL2,1.64968821023,0.0634903935501,14,14,14,0.112693994834
LEPREL1,LEPREL1,1.16229568646,0.00385942429581,17,17,17,0.00153427943191
MSC,MSC,-2.09190431985,0.27680515887,54,54,54,0.371699005245
SEC31B,SEC31B,-0.542511943639,0.424245944876,69,70,70,0.550654993968
XBP1,XBP1,0.405409617469,0.195816202757,39,39,39,0.253535244208
UBOX5,UBOX5,-0.336160551783,0.146608181269,27,27,27,0.188358210072
ANKRD5,ANKRD5,-1.31957598655,0.371958712395,75,78,78,0.439445035364
ANKRD6,ANKRD6,1.4848795152,0.0159865564734,26,26,26,0.0217118566745
ANKRD1,ANKRD1,-0.0237022035032,0.177700757569,20,20,20,0.239240755759
ANKRD2,ANKRD2,-0.161771152027,0.0192463280823,8,8,8,0.0363405184169
AQR,AQR,0.692973025116,8.2583290935e-05,2,2,2,0.00253935348239
ANKRD9,ANKRD9,0.950928925727,0.100740392735,19,19,19,0.14544809257
GLI3,GLI3,-0.0787356586935,0.0243280436964,16,16,16,0.0431659216077
GLI1,GLI1,-0.0500067519304,0.0077614836173,16,16,16,0.00423179639689
GLI4,GLI4,-1.01509749685,0.0173448398562,18,18,18,0.0201178304954
DISP1,DISP1,0.248835011637,0.0594247600016,33,33,33,0.0665686162664
MPPE1,MPPE1,0.741552984303,0.267814827048,52,52,52,0.340713852419
DISP2,DISP2,-0.17889473672,0.397421547536,46,46,46,0.41086629808
PEF1,PEF1,-2.21690278756,0.0284149609602,14,14,14,0.0432645172223
ACTL6A,ACTL6A,0.157312673949,0.00126419396587,9,9,9,0.000126983484008
LONP2,LONP2,-0.541319261323,0.0395006707007,32,32,32,0.0479925436166
COL8A2,COL8A2,0.288714324421,0.00221985665351,1,1,1,0.00500943508867
PDGFB,PDGFB,-0.491887213315,0.185125547119,31,31,31,0.269934772593
PDGFC,PDGFC,-0.359656126448,0.015817377975,18,18,18,0.0270111355045
PDGFD,PDGFD,-0.445312604243,0.00663250223144,33,33,33,0.00425777194791
ORC4,ORC4,2.74842252594,0.00906255004658,24,24,24,0.0134077448285
ORC5,ORC5,0.841191226645,0.00582849544335,2,2,2,0.0110183431895
ORC2,ORC2,-1.4101395009,0.00527437755784,24,24,24,0.00207313167102
GFER,GFER,-0.34136490307,0.149050484921,43,43,43,0.161981496305
ORC1,ORC1,-0.140708790978,0.000962917685885,1,1,1,0.00028364428239
DMKN,DMKN,1.82915926407,0.0861356051694,10,10,10,0.11722398548
MARCO,MARCO,-1.02159864723,0.520005311472,26,27,27,0.609904666108
C5orf56,C5orf56,1.58837829702,0.0283434120039,25,26,26,0.0342659868792
RCC1,RCC1,-1.22769022162,0.146806212221,89,89,89,0.0971905309248
RCC2,RCC2,-1.10293284229,0.0136585452661,29,29,29,0.0192377349959
ATPBD4,ATPBD4,-0.488302620863,0.00426111976982,19,19,19,0.00019694775785
WNT11,WNT11,-0.182054716012,0.234593514645,34,34,34,0.274242075157
TCP11L1,TCP11L1,-1.34518523295,0.499887787329,41,41,41,0.545321948438
SIGLEC5,SIGLEC5,0.93781677715,0.122453831601,44,45,45,0.188779421777
SIGLEC6,SIGLEC6,-0.207123953433,0.00244249441557,8,8,8,0.00109996349191
SIGLEC1,SIGLEC1,-0.174846271337,0.00364431191926,12,12,12,0.00275258853265
FOLR2,FOLR2,-0.358936171211,0.507431398813,54,54,54,0.479291006703
FOLR3,FOLR3,-0.307895396582,0.694608594287,66,67,67,0.656420469773
FGFR1OP2,FGFR1OP2,-1.70732674713,0.0012949468337,3,3,3,0.000156433160149
NCBP1,NCBP1,-0.32123327619,0.00240854132504,10,10,10,0.00112856530042
NCBP2,NCBP2,0.305510624771,0.00297468032577,12,12,12,0.00403888717114
PHOSPHO1,PHOSPHO1,-0.846340295016,0.0171845869738,17,17,17,0.0222376831788
PROCA1,PROCA1,1.2499996008,0.172150786199,23,23,23,0.265871996736
LAPTM5,LAPTM5,-1.43362367457,0.0437074174563,23,23,23,0.0625311552344
ARFRP1,ARFRP1,0.347300089083,0.00439247671222,11,11,11,0.00703617271248
SQLE,SQLE,-1.28957387403,0.00111975944714,6,6,6,0.000116713574162
PABPN1L,PABPN1L,-0.0609884387299,0.0170570958543,19,20,20,0.027976425831
PTPLA,PTPLA,-0.237274793993,0.0383879839753,44,44,44,0.0578136757755
PTPLB,PTPLB,-0.174142735358,0.000808408238515,2,2,2,0.000235583630216
SPTLC2,SPTLC2,0.0841569426411,0.186694216218,64,65,65,0.227840929722
SPTLC3,SPTLC3,-0.0301768924205,0.081660480699,106,108,108,0.0862698225259
SPTLC1,SPTLC1,-1.10693771671,0.0191620225453,40,42,42,0.0125561519634
MEI1,MEI1,0.884218059955,0.455825274015,89,89,89,0.509944829852
ABCD3,ABCD3,1.09144744438,0.0428746889621,25,25,25,0.0639619028577
ABCD2,ABCD2,0.402353193333,0.06109078856,28,28,28,0.0567165930866
ABCD4,ABCD4,0.467192611073,0.0115575259549,16,16,16,0.00987448239428
SIRPG,SIRPG,0.74206319602,0.141705077203,60,62,62,0.176605362326
PPHLN1,PPHLN1,-0.851656509319,0.0578391649483,18,19,19,0.120751426503
ZNF45,ZNF45,-0.271479893225,0.00194026438421,5,5,5,0.00538817618316
OSGEP,OSGEP,-0.152490880918,0.229900594408,20,20,20,0.27273773518
ZNF43,ZNF43,-0.81915185277,0.0452503725266,12,12,12,0.0839120642681
SIRPA,SIRPA,-0.385413501098,0.00532069553853,10,10,10,0.00801178577047
TRAPPC9,TRAPPC9,-1.27741890691,0.269037641076,76,76,76,0.356616805352
TRAPPC8,TRAPPC8,2.74787700034,0.0138986154909,14,14,14,0.0182744745578
TRAPPC5,TRAPPC5,0.787565517393,0.0702010938237,21,21,21,0.104894707343
TRAPPC4,TRAPPC4,0.954049343,0.631155864736,16,16,16,0.669788832338
BAK1,BAK1,1.13468015605,0.686019105963,41,41,41,0.705563112952
PPP1R14A,PPP1R14A,1.88734996476,0.0665226089254,43,43,43,0.0672808179192
KIAA1274,KIAA1274,0.349570226672,0.0779491237774,14,14,14,0.137214968598
ATL3,ATL3,-0.384834954069,0.0185885455426,28,28,28,0.0131788859541
KIAA1279,KIAA1279,0.502600993033,0.0118737620869,6,6,6,0.0245911058457
TSNAXIP1,TSNAXIP1,1.27523308787,0.0162357759925,14,14,14,0.0203780745207
PRRT3,PRRT3,-0.787139906876,0.0422655799376,29,29,29,0.0622296514033
CYP2U1,CYP2U1,0.251115179948,0.00200459059211,6,6,6,0.00169447075677
LILRB5,LILRB5,-0.679065867025,0.107383313321,56,56,56,0.15195288679
FAM190B,FAM190B,1.20681200025,0.276550642973,26,27,27,0.469786438064
LILRB3,LILRB3,0.208523019204,0.039591082835,25,26,26,0.0863345528124
